a.artist_id;a2.artist_id
3eAm5IYwnH7uTX5EBT9sbi;5cl9YjDDdgrN50CJzZO6er
3eAm5IYwnH7uTX5EBT9sbi;7Ix9GNTGIUIFBpPC6K0QeP
3eAm5IYwnH7uTX5EBT9sbi;0InCPtI0kadS7s3cZrcbbY
3eAm5IYwnH7uTX5EBT9sbi;6XYRpcgPIK9OejoVzA7PbC
3eAm5IYwnH7uTX5EBT9sbi;0OVfimlbekXaMrP8IoCzHJ
3eAm5IYwnH7uTX5EBT9sbi;798kDjwOnvYR4iLHoDR3Gl
3eAm5IYwnH7uTX5EBT9sbi;0op3EnoEZ0jQY13sbyoSo2
3eAm5IYwnH7uTX5EBT9sbi;5cl9YjDDdgrN50CJzZO6er
3eAm5IYwnH7uTX5EBT9sbi;7Ix9GNTGIUIFBpPC6K0QeP
3eAm5IYwnH7uTX5EBT9sbi;0InCPtI0kadS7s3cZrcbbY
3eAm5IYwnH7uTX5EBT9sbi;6XYRpcgPIK9OejoVzA7PbC
3eAm5IYwnH7uTX5EBT9sbi;0OVfimlbekXaMrP8IoCzHJ
3eAm5IYwnH7uTX5EBT9sbi;798kDjwOnvYR4iLHoDR3Gl
3eAm5IYwnH7uTX5EBT9sbi;0op3EnoEZ0jQY13sbyoSo2
4xvB67czbtvemGVXGa81oK;7mUBMaZW1MXGswaneb0JTT
4xvB67czbtvemGVXGa81oK;6XYRpcgPIK9OejoVzA7PbC
4xvB67czbtvemGVXGa81oK;2FURpqYsZpi99ySpKCOyQE
4xvB67czbtvemGVXGa81oK;0OVfimlbekXaMrP8IoCzHJ
4xvB67czbtvemGVXGa81oK;3eAm5IYwnH7uTX5EBT9sbi
4xvB67czbtvemGVXGa81oK;036IY6CphXdsPiqIXdqvCP
4xvB67czbtvemGVXGa81oK;0InCPtI0kadS7s3cZrcbbY
4F4pp8NUW08JuXwnoxglpN;1nwjHzOUQZsNYX8xoWiGVC
4F4pp8NUW08JuXwnoxglpN;4bJh7sMPcVRiqe5jlnsWQV
4F4pp8NUW08JuXwnoxglpN;4bWHA8fMNjzfGPQqnh5D6y
4F4pp8NUW08JuXwnoxglpN;6qyklgt2wzPT7KRdu15ZFL
4F4pp8NUW08JuXwnoxglpN;4cK5uxWRVJ3QOSfaBMX2Ex
4F4pp8NUW08JuXwnoxglpN;5JcO3FHEBbWTQMUHmWtU2g
4F4pp8NUW08JuXwnoxglpN;43Hr2FjhVehkROIIEb7EfQ
4F4pp8NUW08JuXwnoxglpN;5yD3wtXDmbOloiFzO3km1M
4F4pp8NUW08JuXwnoxglpN;4Ejyn899EXnQc0PhfKC7wY
4F4pp8NUW08JuXwnoxglpN;2t7vyRN71qtQT18frElAnV
4F4pp8NUW08JuXwnoxglpN;1rTUwYS38LkQTlT2fhikch
4F4pp8NUW08JuXwnoxglpN;0jeYkqwckGJoHQhhXwgzk3
0B9wPB6XyIwCXZ3OUkJfCE;0jeYkqwckGJoHQhhXwgzk3
0B9wPB6XyIwCXZ3OUkJfCE;4bWHA8fMNjzfGPQqnh5D6y
2FURpqYsZpi99ySpKCOyQE;0op3EnoEZ0jQY13sbyoSo2
2FURpqYsZpi99ySpKCOyQE;3eAm5IYwnH7uTX5EBT9sbi
2FURpqYsZpi99ySpKCOyQE;6XYRpcgPIK9OejoVzA7PbC
2FURpqYsZpi99ySpKCOyQE;5cl9YjDDdgrN50CJzZO6er
2FURpqYsZpi99ySpKCOyQE;7Ix9GNTGIUIFBpPC6K0QeP
2FURpqYsZpi99ySpKCOyQE;0OVfimlbekXaMrP8IoCzHJ
