artist_id,artist_name,is_main
4gzpq5DPGxSnKTe4SA8HAU,Coldplay,t
6oMuImdp5ZcFhWP0ESe6mG,Migos,t
1vCWHaC5f2uS3yhpwWbIA6,Avicii,t
07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,t
0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,t
06HL4z0CvFAxyc27GXpf02,Taylor Swift,t
3E6xrwgnVfYCrCs0ePERDz,Wisin,t
1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,t
4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi,t
790FomKkXshlbRYZFtlgla,Karol G,t
6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,t
1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,t
5K4W6rqBFWDnAN6FQUkS6x,Kanye West,t
2qxJFvFYMEDqd7ui6kSAcq,Zedd,t
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,t
6MDME20pz9RveH9rEXvrOM,Clean Bandit,t
60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,t
21451j1KhjAiaYKflxBjr1,Zion & Lennox,t
6S2OmqARrzebs0tKUEyXyp,Demi Lovato,t
5f7VJjfbwm532GiveGC0ZK,Lil Baby,t
1pQWsZQehhS4wavwh7Fnxd,Lenny Tavárez,t
07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,t
4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,t
5ZsFI1h6hIdQRw2ti0hz81,ZAYN,t
4r63FhuTkUYltbVAg5TQnk,DaBaby,t
7FNnA9vBm6EKceENgCGRMb,Anitta,t
1TtXnWcUs0FCkaZDPGYHdf,Darell,t
1HBjj22wzbscIZ9sEb5dyf,Jonas Blue,t
55Aa2cqylxrFIXC767Z865,Lil Wayne,t
5JZ7CnR6gTvEMKX4g70Amv,Lauv,t
1yR65psqiazQpeM79CcGh8,Marília Mendonça,t
0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,t
5LHRHt1k9lMyONurDHEdrp,Tyga,t
1dfeR4HaWDbWqFHLkxsg1d,Queen,t
0bdfiayQAKewqEvaU6rXCv,MØ,t
2wUjUUtkb5lvLKcGKsKqsR,Alessia Cara,t
1HY2Jd0NmPuamShAr6KMms,Lady Gaga,t
3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,t
46SHBwWsqBkxI7EeeBEQG7,Kodak Black,t
7bXgB6jMjp9ATFy66eO08Z,Chris Brown,t
4obzFoKoKRHIphyHzJ35G3,Becky G,t
13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,t
7vk5e3vY1uw9plTHJAMwjN,Alan Walker,t
3vQ0GE3mI0dAaxIMYe5g7z,Paulo Londra,t
0KPX4Ucy9dk82uj4GpKesn,Dalex,t
02kJSzxNuaWGqwubyUba0Z,G-Eazy,t
1GDbiv3spRmZ1XdM1jQbT7,Natti Natasha,t
4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,t
6jJ0s89eD6GaHleKKya26X,Katy Perry,t
7gZfnEnfiaHzxARJ2LeXrf,6ix9ine,t
3t5xRXzsuZmMDkQzgOX35S,Robin Schulz,t
7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,t
1anyVhU62p31KFi8MEzkbf,Chance the Rapper,t
757aE44tKEUQEqRuT6GnEB,Roddy Ricch,t
4WZGDpNwrC0vNQyl9QzF7d,Capital Bra,t
4xRYI6VqpkE3UwrDrAZL8L,Logic,t
4bw2Am3p9ji3mYsXNXtQcd,Piso 21,t
31W5EY0aAly4Qieq6OFu6I,A Boogie Wit da Hoodie,t
5CCwRZC6euC8Odo6y9X8jr,Rita Ora,t
0c173mlxpT3dSFRgMO8XPh,Big Sean,t
6PXS4YHDkKvl1wkIl4V8DL,Fetty Wap,t
5fMUXHkw8R8eOP2RNVYEZX,Diplo,t
14zUHaJZo1mnYtn6IBRaRP,Justin Quiles,t
4IWBUUAFIplrNtaOHcJPRM,James Arthur,t
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,t
4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,t
6vXTefBL93Dj5IqAWq6OTv,French Montana,t
13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,t
7tYKF4w9nC0nq9CsPZTHyP,SZA,t
2hlmm7s2ICUX0LVIhVFlZQ,Gunna,t
2NjfBq1NflQcKSeiDooVjY,Tones and I,t
3tVQdUvClmAT7URs9V3rsp,WizKid,t
5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,t
0EmeFodog0BfCgMzAIvKQp,Shakira,t
6KImCVD70vtIoJWnq6nGn3,Harry Styles,t
5p7f24Rk5HkUZsaS3BLG5F,Hailee Steinfeld,t
7EQ0qTo7fWT7DPxmxtSYEc,Bastille,t
4SsVbpTthjScTS7U2hmr1X,Arcangel,t
0eHQ9o50hj6ZDNBt6Ys1sD,Yandel,t
7DMveApC7UnC2NPfPvlHSU,Cheat Codes,t
1elUiq4X7pxej6FRlrEzjM,Jorge & Mateus,t
2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,t
0vR2qb8m9WHeZ5ByCbimq2,Reik,t
64aJYyrXljOodnUG6jvhRD,DJ Luian,t
7iK8PXO48WeuP03g8YR51W,Myke Towers,t
4ScCswdRlyA23odg9thgIO,Jess Glynne,t
3Isy6kedDrgPYoTS1dazA9,Sean Paul,t
77DAFfvm3O9zT5dIoG0eIO,Kyla,t
5iNrZmtVMtYev5M9yoWpEq,Seeb,t
4dpARuHxo51G3z768sgnrY,Adele,t
3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,t
0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,t
0ZED1XzwlLHW4ZaG4lOT6m,Julia Michaels,t
4npEfmQ6YuiwW1GpUmaq3F,Ava Max,t
7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,t
0Dvx6p8JDyzeOPGmaCIH1L,RAF Camora,t
3Nrfpe0tUJi4K4DXYWgMUX,BTS,t
487N2T9nIPEHrlTZLL3SQs,Zé Neto & Cristiano,t
2Z0lRIqr997lIUiPtrpKCr,Matheus & Kauan,t
5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,t
6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd,t
2T1aUibqR2QC2sINIDQOAK,Mambo Kingz,t
7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,t
0TnOYISbd1XYRBk9myaseg,Pitbull,t
6Te49r3A6f5BiIgBRxH7FH,Ninho,t
5y2Xq6xcjJb2jVM54GHK3t,John Legend,t
1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,t
1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,t
3wyVrVrFCkukjdVIdirGVY,Lil Pump,t
4GvEc3ANtPPjt1ZJllr5Zl,Bazzi,t
6Dd3NScHWwnW6obMFbl1BH,Daya,t
28gNT5KBp7IjEOQoevXf9N,Camilo,t
2cWZOOzeOm4WmBJRnD5R7I,Normani,t
4lDBihdpMlOalxy1jkUbPl,Grey,t
6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,t
4bL2B6hmLlMWnUEZnorEtG,Felix Jaehn,t
3JhNCzhSMTxs9WLGJJxWOY,Macklemore,t
5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,t
7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd,t
47MpMsUfWtgyIIBEFOr4FE,Lunay,t
5H1nN1SzW0qNeUEZvuXjAj,Danny Ocean,t
6icQOAFXDZKsumw3YXyusw,Lil Yachty,t
17lzZA2AlOHwCwFALHttmp,2 Chainz,t
6vWDO969PvNqNYHIOW5v0m,Beyoncé,t
3p7PcrEHaaKLJnPUGOtRlT,Henrique & Juliano,t
5CiGnKThu5ctn9pBxv7DGa,benny blanco,t
2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,t
20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,t
25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,t
31TPClRtHm23RisEBtV3X7,Justin Timberlake,t
3hv9jJF3adDNsBSIQDqcjp,Mark Ronson,t
1aS5tqEs9ci5P9KD9tZWa6,Bonez MC,t
0GM7qgcRCORpGnfcN2tCiB,Tainy,t
137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,t
2LRoIwlKmHjgvigdNGBHNo,Feid,t
5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,t
00XhexlJEXQstHimpZN910,Brytiago,t
4NHQUGzhtTLFvgF5SZesLK,Tove Lo,t
4VIvfOurcf0vuLRxLkGnIG,Bradley Cooper,t
3WGpXCj9YhhfX11TToZcXP,Troye Sivan,t
20sxb77xiYeusSH8cVdatc,Meek Mill,t
2wkoKEfS6dXwThbyTnZWFU,Mau y Ricky,t
23TFHmajVfBtlRx5MXqgoz,Sfera Ebbasta,t
4AK6F7OLvEQ5QYCBNiQWHq,One Direction,t
4QVBYiagIaa6ZGSPMbybpy,Pedro Capó,t
7MiDcPa6UiV3In7lIM71IN,Gusttavo Lima,t
1AL2GKpmRrKXkYIcASuRFa,Wesley Safadão,t
1mXAhKnZEdF6rotyyd4GBi,MC Kevinho,t
3fZk3Gm5dN5v5yfYMQ04Bx,Dimelo Flow,t
1cNDP5yjU5vjeR8qMf4grg,YNW Melly,t
3e7awlrlDSwF3iM0WBjGMp,Little Mix,t
7ltDVBr6mKbRvohxheJ9h1,ROSALÍA,t
6h1s4i4XKIYv4ErDelLDN0,Samra,t
4AVFqumd2ogHFlRbKIjp1t,Alesso,t
4Ga1P7PMIsmqEZqhYZQgDo,Lil Tecca,t
0YinUQ50QDB7ZxSCLyQ40k,Mustard,t
56oDRnqbIiwx4mymNEv7dS,Lizzo,t
60rpJ9SgigSd16DOAG7GSa,Billy Ray Cyrus,t
59jlthNnbmim5l9tmNA7se,Maiara & Maraisa,t
4RSyJzf7ef6Iu2rnLdabNq,Willy William,t
5pUo3fmmHT8bhCyHE52hA6,Liam Payne,t
2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,t
0jnsk9HBra6NMjO2oANoPY,Flo Rida,t
0eecdvMrqBftK0M1VKhaF4,CNCO,t
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,t
4sTQVOfp9vEMCemLw50sbu,Galantis,t
1ackd5XprZEkH3McKbQD51,Juan Magán,t
2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,t
73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,t
2nm38smINjms1LtczR0Cei,Goodboys,t
0xRXCcSX89eobfrshSVdyu,MEDUZA,t
5pVRwX5ZQR7hfJ18w8ZYkl,Ufo361,t
5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,t
11YLRSsZA3YVuQQtHXKTlz,Rafa Pabön,t
3QSQFmccmX81fWCUSPTS7y,Dean Lewis,t
6WY7D3jk8zTrHtmkqqo5GI,Maren Morris,t
4WN5naL3ofxrVBgFpguzKo,Rudimental,t
41MozSoPIsD1dJM0CLPjZF,BLACKPINK,t
3MHaV05u0io8fQbZ2XPtlC,Prince Royce,t
1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,t
6w3SkAHYPsQ1bxV7VDlG5y,Cazzu,t
7pFeBzX627ff0VnN6bxPR4,Desiigner,t
4m6ubhNsdwF4psNf3R8kwR,Khea,t
5C4PDR4LnhZTbVnKWXuDKD,Morat,t
2ysnwxxNtSgbb9t1m2Ur4j,George Ezra,t
5zctI4wO9XSKS8XwcnqEHk,Lil Mosey,t
7z5WFjZAIYejWy0NI5lv4T,Dan + Shay,t
163tK9Wjr9P9DmM0AVK7lm,Lorde,t
0NGAZxHanS9e0iNHpR8f2W,Alok,t
5yG7ZAZafVaAlMTeBybKAL,Iggy Azalea,t
3uZFBSsMiooimnprFL9jD1,Snow,t
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,t
2XnBwblw31dfGnspMIwgWz,Axwell /\ Ingrosso,t
5MouCg6ta7zAxsfMEbc1uh,OMI,t
1Hsdzj7Dlq2I7tHP7501T4,Niall Horan,t
4Q6nIcaBED8qUel8bBx6Cr,Jax Jones,t
1MIVXf74SZHmTIp4V4paH4,Mabel,t
2cFrymmkijnjDg9SS92EPM,blackbear,t
5he5w2lnU9x7JFhnwcekXX,Skrillex,t
2ayNSoKPCRAfjp6hQ76hRu,Nacho,t
0vRvGUQVUjytro0xpb26bs,Arizona Zervas,t
7CUFPNi1TU8RowpnFRSsZV,Niska,t
1pPmIToKXyGdsCF6LmqLmI,Rich The Kid,t
5eioJDe26lOqkAMbuhzZYs,Gzuz,t
5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,t
1fux65HMCBvfJHqlBc4Nno,Casper Magico,t
1qQLhymHXFPtP5U8KNKsm6,Apache 207,t
3v6Ji4uoWtKRkhuDUaxi9n,Dynoro,t
3EiLUeyEcA6fbRPSHkG5kb,De La Ghetto,t
1bAftSH8umNcGZ0uyV7LMg,Duki,t
6T5tfhQCknKG4UnH90qGnz,DNCE,t
6m1LYS5NQonxjOcQFPQOb5,Frenna,t
0XwVARXT135rw8lyw1EeWP,Christian Nodal,t
0EFisYRi20PTADoJrifHrz,Jhay Cortez,t
2SrSdSvpminqmStGELCSNd,Stormzy,t
0cGUm45nv7Z6M6qdXYQGTX,Kehlani,t
5hdhHgpxyniooUiQVaPxQ0,Nio Garcia,t
5SulO4l40qDuV9zUGLZx7n,Capo Plaza,t
25uiPmTg16RbhZWAqwLBy5,Charli XCX,t
2cy1zPcrFcXAJTP0APWewL,Gente De Zona,t
3AlRiyjMywTVNzTcHbf9QT,Lil  Kleine,t
7d3WFRME3vBY2cgoP38RDo,Lil Skies,t
1OAjDaKgg00KCUYqDe68un,Gigi D Agostino,t
4vhNDa5ycK0ST968ek7kRr,Carlos Vives,t
0A0FS04o6zMoto8OKPsDwY,YG,t
3drqpTL4sQOckmAfF9i1wg,Summer Cem,t
2UwqpfQtNuhBwviIC0f2ie,Damso,t
7rkW85dBwwrJtlHRDkJDAC,NAV,t
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,t
1GAymyGBvB4gQy5Z5LZ1Wj,Lalo Ebratt,t
7wlFDEWiM5OoIAt8RSli8b,YoungBoy Never Broke Again,t
2FXC3k01G6Gw61bmprjgqS,Hozier,t
4kYGAK2zu9EAomwj3hXkXy,JP Cooper,t
5gCRApTajqwbnHHPbr2Fpi,Juicy J,t
2UMj7NCbuqy1yUZmiSYGjJ,MC Kevin o Chris,t
5eir5zFJpES4j7gsymbVyl,Ronnie Flex,t
3NPpFNZtSTHheNBaWC82rB,X Ambassadors,t
3hBQ4zniNdQf1cqqo6hzuW,Salmo,t
6fOMl44jA4Sp5b9PpYCkzz,NF,t
4LcUpNlXFEleaLlelmkv2R,Kris Kross Amsterdam,t
0Jsk5iYMr5aNjHury7blm1,Boef,t
00me4Ke1LsvMxt5kydlMyU,Cosculluela,t
2C6i0I5RiGzDKN9IAF8reh,Banda Sinaloense MS de Sergio Lizárraga,t
7uaIm6Pw7xplS8Dy06V6pT,Trevor Daniel,t
3CJKkU0XuElRT1z8rEtIYg,Luciano,t
19i93sA0D7yS9dYoVNBqAA,tha Supreme,t
5JYo7gm2dkyLLlWHjxS7Dy,Sandro Cavazza,t
4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,t
7f5Zgnp2spUuuzKplmRkt7,Lost Frequencies,t
374sWpAJsbZckf98df2jJJ,Fuse ODG,t
699OTQXzgjhIYAHMy9RyPD,Playboi Carti,t
4IMAo2UQchVFyPH24PAjUs,Jowell & Randy,t
4YXycRbyyAE0wozTk7QMEq,Matoma,t
4VZY0nxYMSNotbS7WjNVQy,Nyla,t
1KCSPY1glIKqW2TotWuXOR,P!nk,t
3ZuBEj9ppJe8GSdKaMTfMN,Nimo,t
3qvcCP2J0fWi0m0uQDUf6r,Luan Santana,t
4TEJudQY2pXxVHPE3gD2EU,BlocBoy JB,t
3KV3p5EY4AvKxOlhGHORLg,Jeremih,t
4qBgvVog0wzW75IQ48mU7v,KYLE,t
6LnJKrtFnTEGdbWQ2riWCL,Ezhel,t
37230BxxYs9ksS7OkZw3IU,Chencho Corleone,t
3NH8t45zOTqzlZgBvZRjvB,PNL,t
4f9iBmdUOhQWeP7dcAn1pf,Rag n Bone Man,t
4rTv3Ejc7hKMtmoBOK1B4T,Ali Gatie,t
3KedxarmBCyFBevnqQHy3P,Jessie Reyez,t
1yxSLGMDHlW21z4YXirZDS,The Black Eyed Peas,t
1IueXOQyABrMOprrzwQJWN,Sigala,t
5KKpBU5eC2tJDzf0wmlRp2,RAYE,t
6nS5roXSAGhTGr34W6n7Et,Disclosure,t
6t1gpxYbY8OlLA7D2RiikQ,Loud Luxury,t
41X1TR6hrK8Q2ZCpp2EqCz,bbno$,t
2h93pZq0e7k5yf4dywlkpM,Frank Ocean,t
0H39MdGGX6dbnnQPt6NQkZ,SAINt JHN,t
4EPJlUEBy49EX1wuFOvtjK,Becky Hill,t
6USMTwO0MNDnKte5a5h0xx,Y2K,t
718COspgdWOnwOFpJHRZHS,Luke Combs,t
6nxWCVXbOlEVRexSbLsTer,Flume,t
6LqNN22kT3074XbTVUrhzX,Kesha,t
5rGrDvrLOV2VV8SCFVGWlj,Imanbek,t
10exVja0key0uqUkk6LJRT,Vance Joy,t
58wXmynHaAWI5hwlPZP3qL,Booba,t
4upwdFMlZBmQ68jP9jPzjK,Gemitaiz,t
49tQo2QULno7gxHutgccqF,LANY,t
4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,t
2DaxqgrOhkeH0fpeiQq2f4,Oasis,t
12vb80Km0Ew53ABfJOepVz,Nengo Flow,t
1X6ORK7IekgmyjV6IFPszP,Gustavo Mioto,t
6KZDXtSj0SzGOV705nNeh3,Kid Ink,t
3RtNN1VnooWEn3KQk03DUL,Noriel,t
47uyFQHOD02S0lj9ptRpoB,Felipe Araújo,t
5luyt0SUvGkDMY4ILP6Qhl,Descemer Bueno,t
3nFkdlSjzX9mRTtwJOzDYB,JAY Z,t
2kucQ9jQwuD8jWdtR9Ef38,Sam Hunt,t
2feDdbD5araYcm6JhFHHw7,Labrinth,t
2U3FuHYvL3vhkbDAXm24Ep,Dan Caplen,t
6w9ToX5slZ4uIdmD17hJ3c,Bryant Myers,t
1pgDilWYDWLoOgGjf1iHNu,Zion,t
13bDjug9N0pyv3ZUINjkDV,Bausa,t
4LXBc13z5EWsc5N32bLxfH,Nekfeu,t
5uEeqYFuIChoWKy34jp8xE,Brando,t
5fyDppLDl1juIu1BcUT5zh,Digital Farm Animals,t
4kI8Ie27vjvonwaB2ePh8T,Portugal. The Man,t
0gadJ2b9A4SKsB1RFkBb66,Passenger,t
57WHJIHrjOE3iAxpihhMnp,Louis Tomlinson,t
0ErzCpIMyLcjPiwT4elrtZ,NLE Choppa,t
7slfeZO9LsJbWgpkIoXBUJ,Ricky Martin,t
1HxJeLhIuegM3KgvPn8sTa,Jack Ü,t
6TIYQ3jFPwQSRmorSezPxX,Machine Gun Kelly,t
3IW7ScrzXmPvZhB27hmfgy,Jul,t
2nszmSgqreHSdJA3zWPyrW,Luis Miguel,t
0qTZZWLzuD59Un5r1speHm,Chris Jeday,t
0MInKJqZscEeNc5K3K0mkE,Simone & Simaria,t
360IAlyVv4PCEVjgyMZrxK,Miguel,t
3CDoRporvSjdzTrm99a3gi,Ludmilla,t
5IH6FPUwQTxPSXurCrcIov,Alec Benjamin,t
6jGMq4yGs7aQzuGsMgVgZR,Lil Tjay,t
5DUlefCLzVRzNWaNURTFpK,Cali Y El Dandee,t
02A3cEvlLLCbIMVDrK2GHV,Starley,t
2zzpznMuhKlKlqh1ma7Sms,Dakota,t
33JQK4UoS2aMPYBfdB5Ftt,Ryan Riback,t
55fhWPvDiMpLnE4ZzNXZyW,Noah Cyrus,t
1B0Rp4SWGnFgGCPU5Pju6E,Nego do Borel,t
4EzkuveR9pLvDVFNx6foYD,James Bay,t
4ofCBoyEiGSePFAG500xev,Regard,t
4u5smJBskI6Adzv08PuiUP,Kiiara,t
4ehtJnVumNf6xzSCDk8aLB,Martin Jensen,t
3iri9nBFs9e4wN7PLIetAw,gnash,t
2RDOrhPqAM4jzTRCEb19qX,Sheck Wes,t
1QRj3hoop9Mv5VvHQkwPEp,Olivia O Brien,t
6lB8vOoI4DRrrVxXwuV19c,Mike Perry,t
21WS9wngs9AqFckK7yYJPM,PnB Rock,t
6jsjhAEteAlY0vCiLvMLBA,ROZES,t
3hN3iJMbbBmqBSAMx5veDa,Ultimo,t
4utLUGcTvOJFr6aqIJtYWV,Skylar Grey,t
0haZhu4fFKt0Ag94kZDiz2,Sofia Reyes,t
4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator",t
63nv0hWWDob56Rk8GlNpN8,The Greatest Showman Ensemble,t
00FQb4jTyendYWaN8pK0wa,Lana Del Rey,t
7me0S5Z40qVWj3gzyK8aC3,Mc Livinho,t
5AZuEF0feCXMkUCwQiQlW7,Marracash,t
0CjWKoS55T7DOt0HJuwF1H,Bipolar Sunshine,t
5GIcOzVFTNnzArytjmTkW8,Bizzey,t
2Im8m4STDBosjfmb5hmP80,Loredana,t
4olE3I5QU0dvSR7LIpqTXc,watt,t
0UWZUmn7sybxMCqrw9tGa7,Juanes,t
1sPg5EHuQXTMElpZ4iUgXe,ANAVITÓRIA,t
0id62QV2SZZfvBn9xpmuCl,Aloe Blacc,t
5veVxxPm1vzgi6pO2iVA8L,Bruno Martini,t
0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,t
5X1JzPIIonP3u9lA580pPT,Francesco Yates,t
5EehXjjMktLuJmbRsM7YfB,Disciples,t
3EOEK57CV77D4ovYVcmiyt,Dennis Lloyd,t
1wZtkThiXbVNtj6hee6dz9,Wisin & Yandel,t
5exS0bytCYdixgv02DaCm3,William Singe,t
6U1dBXJhC8gXFjamvFTmHg,Zac Efron,t
1okJ4NC308qbtY9LyHn6DO,BloodPop®,t
2KbikmQKGiUPR2ARs1h0sq,Gilli,t
6sCbFbEjbYepqswM1vWjjs,Zendaya,t
3MZsBdqDrRTJihTHQrO6Dq,Joji,t
6xlRSRMLgZbsSNd0BMobwy,Dennis DJ,t
3CbYyyd8wH3RT6t0jwpdzC,Murda Beatz,t
1rw8ZTLnDHd74TWDDukjVi,Conrad Sewell,t
6OpOg5HVCc8xVf7OVrd5Fk,Jerry Smith,t
1INuLZXjjVbcJRyWvD1iSq,Jack & Jack,t
5wyWp867LWGjFmYZXVSFnZ,MERO,t
4phGZZrJZRo4ElhRtViYdl,Jason Mraz,t
18ISxWwWjV6rPLoVCXf1dz,RIN,t
6AgTAQt8XS6jRWi4sX7w49,Polo G,t
5M0lbkGluOPXLeFjApw8r8,DRAM,t
3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,t
2gsggkzM5R49q6jpPvazou,Jessie J,t
7IlRNXHjoOCgEAWN5qYksg,Aya Nakamura,t
4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,t
7qPLO2XOUaRrRxkvLZ3AEK,Zeeba,t
77AiFEVeAVj2ORpC85QVJs,Steve Aoki,t
33W1pnW9zScZtYTnAoWnOT,Mr. Probz,t
5F1aoppMtU3OMiltO8ymJ2,Hugh Jackman,t
3egWSWp7Y4FyCKIyvXbw7L,Ghali,t
7uMh23xWiuR7zsNkuNcm2G,MNEK,t
7keGfmQR4X5w0two1xKZ7d,Kungs,t
1wFoE1RwBMWoWkXcFrCgsx,Josylvio,t
4D75GcNG95ebPtNvoNVXhz,Afrojack,t
33ScadVnbm2X8kkUqOkC6Z,Don Omar,t
7HV2RI2qNug4EcQqLbCAKS,Keala Settle,t
6Ip8FS7vWT1uKkJSweANQK,Dave,t
1oMiDFyAgmIzw9ZBQYHOJI,El Guincho,t
34v5MVKeQnIo0CWYMbbrPf,John Newman,t
181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,t
6tzRZ39aZlNqlUzQlkuhDV,Pabllo Vittar,t
4wLXwxDeWQ8mtUIRPxGiD6,Marc Anthony,t
3k68C6mNMJL6OaAdWeW2ZF,Diego & Victor Hugo,t
2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,t
0HDMwoCS316xhKCZlJPBnc,Sevn Alias,t
0WOxhx4hikIsyF3CRPLC8W,Famous Dex,t
0awl5piYwO0CDTHEkCjUhn,Nico & Vinz,t
4STHEaNw4mPZ2tzheohgXB,Paul McCartney,t
6L34dW6SKMSDaGIfYDU19j,Maes,t
2LmcxBak1alK1bf7d1beTr,Juhn,t
5p7mWeX4RlvqBCxylfiXdE,KC Rebell,t
1tqhsYv8yBBdwANFNzHtcr,Lil Dicky,t
